issue,question,opinion,arg,counter_arg,workerid,belief_publicopinion,collection,age,gender,politics,party,ethnic,origin
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,258,-2,2,32,Female,5,Republican,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,217,0,2,36,Female,2,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3,124,1,2,23,Male,5,Other,hispanic,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,6,2|4,233,0,2,50,Female,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,0,4|3,5,325,-1,2,49,Female,4,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,0,69,-1,2,27,Female,6,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,1,230,2,2,20,Female,3,Independent,african,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,44,0,2,23,Male,4,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,57,-1,2,31,Female,3,Democrat,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2|4|3,420,0,2,30,Female,2,Independent,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5|1|6,3|2|4,410,2,2,36,Female,5,Republican,european,–
spkcom,Consider a man who admits he is a Communist. Suppose this admitted Communist wanted to make a speech in your community. Should he be allowed to speak?,1,5,5,343,-1,2,41,Female,6,Republican,european,–
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|0|5,3|4,384,NA,1,47,Female,2,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,135,NA,1,33,Female,1,Democrat,african,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4|3,361,NA,1,34,Male,7,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5,4,78,NA,1,39,Male,5,Republican,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,194,NA,1,37,Male,6,Other,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3,327,NA,1,20,Female,2,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,4,413,NA,1,32,Female,0,No,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,4,4,383,NA,1,35,Female,2,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,371,NA,1,27,Male,7,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,4,290,NA,1,34,Male,0,Other,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,116,NA,1,40,Male,5,Republican,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,4,250,NA,1,21,Male,3,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4,9,NA,1,21,Female,2,Democrat,african,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,3|4,283,NA,1,25,Male,2,Democrat,asian,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|3|1,3|2|4|6,262,NA,1,40,Female,5,Republican,NA,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,0,5|4,5|4|1,419,NA,1,20,Male,7,Republican,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|0|1,3|4,37,NA,1,34,Female,2,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,154,NA,1,23,Male,3,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5,4,174,NA,1,23,Female,2,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,54,NA,1,34,Female,1,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|0,4,136,NA,1,39,Female,1,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,0|5|1,4,390,NA,1,32,Male,1,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,0|1|5,0|1|5,421,NA,1,55,Male,5,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5,5,219,NA,1,27,Male,4,Republican,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,0|5|3|1,3|4,352,NA,1,32,Female,4,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,0|3|5|1,3|5|4,205,NA,1,30,Male,0,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|0|2|1,5|1,403,NA,1,25,Female,0,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,3|4,110,NA,1,50,Female,0,Independent,european|other,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,132,NA,1,37,Female,7,Republican,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,4|3|5,304,NA,1,52,Female,4,Independent,european|other,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,118,NA,1,42,Male,0,Other,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,0|1,5|1,158,NA,1,46,Male,4,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1|5,2,165,NA,1,31,Male,3,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5,4|3,278,NA,1,28,Male,6,Republican,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5|1,4,266,NA,1,32,Male,3,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,0|5|1,3|1|2|4,294,NA,1,41,Male,5,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,193,NA,1,27,Male,3,Independent,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5,3,326,NA,1,25,Male,4,Democrat,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,3,280,NA,1,60,Male,4,No,european,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,1,4,133,NA,1,39,Male,2,Democrat,asian,us
spkhomo,Consider a man who admits that he is a homosexual? Suppose this admitted homosexual wanted to make a speech in your community. Should he be allowed to speak?,1,5,2,104,NA,1,29,Male,6,Democrat,asian,us
